Geography,Geographic Area Name,Total Population,Total Population MOE,Male,Male MOE,Male Under 5 years,Male Under 5 years MOE,Male 5 to 9 years,Male 5 to 9 years MOE,Male 10 to 14 years,Male 10 to 14 years MOE,Male 15 to 17 years,Male 15 to 17 years MOE,Male 18 and 19 years,Male 18 and 19 years MOE,Male 20 years,Male 20 years MOE,Male 21 years,Male 21 years MOE,Male 22 to 24 years,Male 22 to 24 years MOE,Male 25 to 29 years,Male 25 to 29 years MOE,Male 30 to 34 years,Male 30 to 34 years MOE,Male 35 to 39 years,Male 35 to 39 years MOE,Male 40 to 44 years,Male 40 to 44 years MOE,Male 45 to 49 years,Male 45 to 49 years MOE,Male 50 to 54 years,Male 50 to 54 years MOE,Male 55 to 59 years,Male 55 to 59 years MOE,Male 60 and 61 years,Male 60 and 61 years MOE,Male 62 to 64 years,Male 62 to 64 years MOE,Male 65 and 66 years,Male 65 and 66 years MOE,Male 67 to 69 years,Male 67 to 69 years MOE,Male 70 to 74 years,Male 70 to 74 years MOE,Male 75 to 79 years,Male 75 to 79 years MOE,Male 80 to 84 years,Male 80 to 84 years MOE,Male 85 years and over,Male 85 years and over MOE,Female,Female MOE,Female Under 5 years,Female Under 5 years MOE,Female 5 to 9 years,Female 5 to 9 years MOE,Female 10 to 14 years,Female 10 to 14 years MOE,Female 15 to 17 years,Female 15 to 17 years MOE,Female 18 and 19 years,Female 18 and 19 years MOE,Female 20 years,Female 20 years MOE,Female 21 years,Female 21 years MOE,Female 22 to 24 years,Female 22 to 24 years MOE,Female 25 to 29 years,Female 25 to 29 years MOE,Female 30 to 34 years,Female 30 to 34 years MOE,Female 35 to 39 years,Female 35 to 39 years MOE,Female 40 to 44 years,Female 40 to 44 years MOE,Female 45 to 49 years,Female 45 to 49 years MOE,Female 50 to 54 years,Female 50 to 54 years MOE,Female 55 to 59 years,Female 55 to 59 years MOE,Female 60 and 61 years,Female 60 and 61 years MOE,Female 62 to 64 years,Female 62 to 64 years MOE,Female 65 and 66 years,Female 65 and 66 years MOE,Female 67 to 69 years,Female 67 to 69 years MOE,Female 70 to 74 years,Female 70 to 74 years MOE,Female 75 to 79 years,Female 75 to 79 years MOE,Female 80 to 84 years,Female 80 to 84 years MOE,Female 85 years and over,Female 85 years and over MOE
1500000US010890110242,Block Group 2; Census Tract 110.24; Madison County; Alabama,3078,707,1689,441,50,45,207,135,200,188,67,63,123,172,0,13,38,57,5,10,0,13,29,33,203,157,145,98,21,24,114,85,116,76,94,62,51,37,23,24,13,21,20,24,159,233,11,22,0,13,1389,368,47,60,87,76,117,98,100,85,40,61,16,29,0,13,37,29,41,51,32,35,147,71,94,88,103,82,196,83,53,42,50,46,48,37,0,13,23,27,9,15,149,224,0,13,0,13
1500000US010890110251,Block Group 1; Census Tract 110.25; Madison County; Alabama,802,321,490,256,0,13,18,28,59,53,77,83,0,13,0,13,0,13,2,5,103,167,0,13,19,33,34,39,18,28,14,24,23,35,0,13,53,71,0,13,0,13,30,33,12,19,28,32,0,13,312,108,0,13,0,13,0,13,22,36,0,13,0,13,0,13,0,13,0,13,0,13,16,25,14,23,22,33,0,13,0,13,123,90,12,19,17,26,0,13,16,25,15,24,42,41,13,21
1500000US010890110252,Block Group 2; Census Tract 110.25; Madison County; Alabama,1603,563,610,319,108,117,74,94,36,59,38,64,0,13,0,13,0,13,0,13,0,13,50,58,19,31,18,34,194,157,73,119,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,993,354,31,49,161,166,101,149,144,162,22,38,0,13,0,13,29,47,80,81,17,28,180,177,0,13,129,144,10,18,0,13,15,25,48,75,14,25,12,19,0,13,0,13,0,13,0,13
1500000US010890110253,Block Group 3; Census Tract 110.25; Madison County; Alabama,1383,549,724,308,25,43,96,82,190,196,0,13,0,13,0,13,0,13,0,13,0,13,70,69,34,38,132,108,0,13,14,23,36,43,34,37,0,13,19,26,14,24,29,33,31,33,0,13,0,13,659,269,49,42,75,69,17,28,16,26,0,13,0,13,0,13,0,13,0,13,39,62,29,36,145,95,101,140,15,24,23,27,32,37,0,13,10,16,15,24,17,26,15,24,27,32,34,37
1500000US010890110254,Block Group 4; Census Tract 110.25; Madison County; Alabama,2883,602,1454,308,75,76,188,99,152,94,139,102,12,20,0,13,26,43,42,49,0,13,43,41,60,58,144,94,204,124,115,71,53,70,30,34,58,48,0,13,37,41,63,50,13,22,0,13,0,13,1429,341,127,71,203,133,87,58,138,107,0,13,0,13,0,13,51,58,20,30,30,34,227,117,154,95,48,43,114,85,56,54,34,32,49,44,0,13,14,24,44,42,4,8,29,31,0,13
1500000US010890110261,Block Group 1; Census Tract 110.26; Madison County; Alabama,1803,438,894,211,69,68,38,48,198,99,95,81,0,13,0,13,0,13,0,13,0,13,21,25,25,30,80,50,97,76,52,60,26,29,70,71,73,58,0,13,0,13,9,14,17,19,11,19,13,21,909,293,27,25,95,72,107,74,123,107,0,13,0,13,0,13,0,13,0,13,23,24,78,48,215,138,34,34,39,39,66,47,14,23,43,50,0,13,24,30,0,13,21,25,0,13,0,13
1500000US010890110262,Block Group 2; Census Tract 110.26; Madison County; Alabama,2079,497,1019,250,18,23,91,66,136,61,39,36,60,64,27,30,0,13,0,13,59,49,8,15,0,13,151,94,56,41,163,162,33,32,14,22,25,29,13,21,75,76,35,30,8,14,2,4,6,10,1060,296,39,35,45,31,95,63,115,106,43,48,0,13,0,13,47,64,49,41,23,26,46,37,121,69,24,27,102,116,107,67,13,22,24,29,64,59,41,60,31,30,24,29,0,13,7,12
1500000US010890110271,Block Group 1; Census Tract 110.27; Madison County; Alabama,1506,417,764,267,0,13,16,26,102,103,0,13,16,33,0,13,0,13,147,170,71,62,62,49,95,59,8,13,69,80,30,35,64,72,0,13,84,69,0,13,0,13,0,13,0,13,0,13,0,13,742,234,57,69,63,65,0,13,0,13,0,13,0,13,0,13,38,40,52,51,85,67,33,58,109,98,128,131,35,38,51,63,43,42,0,13,0,13,0,13,6,10,33,42,9,16,0,13
1500000US010890110272,Block Group 2; Census Tract 110.27; Madison County; Alabama,1730,450,782,265,36,37,0,13,122,141,23,39,0,13,0,13,0,13,0,13,44,52,117,73,12,19,60,68,49,78,9,19,24,34,44,42,38,53,24,28,102,133,44,29,8,13,26,42,0,13,948,299,138,104,37,51,23,35,0,13,0,13,0,13,0,13,0,13,74,65,115,60,93,81,183,208,22,32,7,15,11,19,32,49,38,53,16,21,67,50,41,37,17,26,20,29,14,23
1500000US010890110281,Block Group 1; Census Tract 110.28; Madison County; Alabama,1609,635,837,408,39,50,22,36,99,95,59,60,0,13,0,13,0,13,16,26,13,21,272,334,55,51,16,26,29,36,109,87,0,13,12,20,27,31,0,13,0,13,60,70,9,14,0,13,0,13,772,421,12,21,8,14,11,18,0,13,0,13,0,13,0,13,32,41,23,29,58,48,18,30,23,26,70,63,51,52,45,68,284,392,27,30,29,48,0,13,17,26,35,33,14,23,15,24
1500000US010890110282,Block Group 2; Census Tract 110.28; Madison County; Alabama,1193,464,481,201,0,13,0,13,0,13,115,119,0,13,104,99,0,13,51,61,110,108,0,13,0,13,24,39,0,13,0,13,0,13,0,13,0,13,0,13,0,13,57,88,0,13,20,34,0,13,712,338,0,13,0,13,0,13,133,78,0,13,129,121,142,135,0,13,38,45,0,13,0,13,0,13,0,13,23,37,163,166,0,13,0,13,0,13,0,13,56,87,28,41,0,13,0,13
1500000US010890110283,Block Group 3; Census Tract 110.28; Madison County; Alabama,1628,387,779,275,0,13,0,13,0,13,52,76,51,81,26,50,13,26,0,13,116,80,80,84,14,23,31,37,55,69,26,59,91,122,80,106,58,67,15,25,49,55,22,24,0,13,0,13,0,13,849,226,13,21,0,13,111,128,16,25,0,13,0,13,0,13,132,191,100,98,25,21,0,13,110,116,31,37,78,90,27,31,12,19,65,62,0,13,29,38,60,50,0,13,14,23,26,29
1500000US010890111001,Block Group 1; Census Tract 111; Madison County; Alabama,417,229,257,123,0,13,14,19,13,17,18,22,33,27,23,28,20,23,15,18,43,46,13,15,0,13,21,18,21,20,13,14,0,13,0,13,0,13,10,8,0,13,0,13,0,13,0,13,0,13,160,110,0,13,12,15,6,8,31,27,0,13,7,10,22,21,15,20,18,27,8,12,0,13,12,12,11,15,12,13,0,13,0,13,6,8,0,13,0,13,0,13,0,13,0,13,0,13
1500000US010890111002,Block Group 2; Census Tract 111; Madison County; Alabama,699,177,366,113,17,18,20,19,31,44,0,13,5,8,0,13,11,12,0,13,9,13,25,17,24,17,0,13,51,48,34,21,83,37,0,13,0,13,23,20,15,16,13,10,0,13,5,6,0,13,333,92,5,9,5,9,32,28,17,17,22,29,0,13,0,13,21,30,24,26,22,17,5,8,18,17,33,23,65,30,43,24,0,13,0,13,0,13,11,8,0,13,7,8,3,4,0,13
1500000US010890112011,Block Group 1; Census Tract 112.01; Madison County; Alabama,1576,449,713,228,20,36,13,29,33,47,22,28,67,74,0,13,15,32,0,13,48,60,76,79,110,114,34,56,141,93,0,13,34,51,39,64,12,23,0,13,0,13,49,80,0,13,0,13,0,13,863,266,77,99,45,79,116,94,18,22,38,43,0,13,0,13,0,13,24,36,37,51,114,96,89,101,104,95,42,50,24,43,23,37,28,49,0,13,35,58,49,80,0,13,0,13,0,13
1500000US010890112012,Block Group 2; Census Tract 112.01; Madison County; Alabama,3328,605,1388,377,0,13,0,13,60,69,0,13,0,13,0,13,8,16,30,39,47,64,206,155,106,105,71,76,25,44,105,92,184,107,156,178,76,63,215,164,29,62,55,73,15,25,0,13,0,13,1940,350,0,13,27,47,0,13,0,13,0,13,154,133,0,13,166,124,227,153,70,75,85,80,48,77,80,74,34,44,463,250,102,89,186,142,57,94,45,79,139,104,15,24,42,67,0,13
1500000US010890112021,Block Group 1; Census Tract 112.02; Madison County; Alabama,1729,565,802,299,93,121,13,29,25,40,0,13,0,13,0,13,0,13,73,67,86,100,81,77,130,141,42,52,132,129,20,32,57,70,0,13,0,13,0,13,0,13,0,13,50,81,0,13,0,13,927,342,25,49,156,126,41,60,0,13,0,13,0,13,0,13,2,4,261,186,122,121,81,91,46,52,0,13,0,13,70,96,79,130,30,52,0,13,14,22,0,13,0,13,0,13,0,13
1500000US010890112022,Block Group 2; Census Tract 112.02; Madison County; Alabama,2081,722,1167,472,223,232,0,13,0,13,0,13,0,13,0,13,63,106,21,33,246,185,276,211,18,28,125,196,0,13,0,13,69,79,8,25,43,68,0,13,19,31,24,37,32,31,0,13,0,13,914,368,127,163,0,13,0,13,0,13,0,13,0,13,0,13,21,31,19,34,230,170,0,13,183,276,0,13,0,13,131,102,0,13,42,65,24,37,45,53,61,99,15,22,16,26,0,13
1500000US010890112023,Block Group 3; Census Tract 112.02; Madison County; Alabama,1850,619,869,311,18,29,38,59,41,70,33,54,0,13,61,82,0,13,13,23,83,83,60,63,54,87,73,83,28,49,138,138,62,73,0,13,0,13,20,34,38,46,45,47,25,40,0,13,39,46,981,365,0,13,33,52,33,51,37,61,0,13,0,13,0,13,73,98,10,26,114,117,31,40,68,80,23,42,181,150,0,13,97,82,0,13,120,133,0,13,63,69,25,41,17,28,56,61
1500000US010890112031,Block Group 1; Census Tract 112.03; Madison County; Alabama,901,424,401,167,0,13,14,35,7,17,0,13,0,13,0,13,0,13,0,13,0,13,91,68,86,112,7,17,45,40,0,13,30,48,21,36,0,13,68,69,0,13,32,51,0,13,0,13,0,13,500,296,88,119,0,13,85,100,0,13,0,13,0,13,0,13,0,13,22,35,91,82,0,13,80,99,0,13,0,13,30,48,0,13,104,93,0,13,0,13,0,13,0,13,0,13,0,13
1500000US010890112032,Block Group 2; Census Tract 112.03; Madison County; Alabama,3510,27,1867,197,228,138,85,67,84,99,59,68,8,14,0,13,18,30,4,8,182,128,279,117,169,156,172,110,80,57,73,55,178,142,0,13,52,80,16,17,33,42,4,7,3,7,140,113,0,13,1643,196,171,126,164,138,41,54,35,38,14,27,0,13,0,13,40,38,151,87,188,82,233,150,131,72,83,70,104,96,113,101,0,13,8,13,8,13,15,17,68,86,76,72,0,13,0,13
1500000US010890112033,Block Group 3; Census Tract 112.03; Madison County; Alabama,1381,524,537,202,21,39,0,13,70,108,8,20,0,13,0,13,0,13,0,13,23,37,0,13,11,21,28,51,112,115,65,70,24,40,0,13,0,13,77,93,0,13,38,60,60,64,0,13,0,13,844,420,69,95,83,86,74,88,0,13,0,13,0,13,0,13,21,32,0,13,0,13,77,91,0,13,8,19,35,53,102,68,0,13,0,13,0,13,38,60,31,49,279,199,0,13,27,38
1500000US010890113011,Block Group 1; Census Tract 113.01; Madison County; Alabama,1808,305,843,134,4,9,72,67,53,36,20,23,19,22,14,22,0,13,26,22,30,32,93,82,40,30,35,32,56,42,31,23,80,41,53,48,61,39,13,15,43,35,66,39,27,24,0,13,7,11,965,199,63,45,15,17,125,92,19,22,34,28,18,26,6,9,21,36,12,14,125,91,31,23,69,35,99,59,30,26,86,48,18,14,107,60,11,15,8,12,43,36,6,10,7,11,12,19
1500000US010890113012,Block Group 2; Census Tract 113.01; Madison County; Alabama,1922,228,906,131,91,40,33,25,41,27,98,62,13,12,0,13,18,21,11,15,103,47,42,21,16,15,113,61,116,54,17,25,38,26,42,39,10,17,0,13,8,13,34,26,7,12,0,13,55,42,1016,161,59,31,102,65,161,95,76,63,20,22,6,9,0,13,54,35,71,40,79,37,101,49,55,28,51,32,32,29,11,13,28,28,5,8,17,20,10,12,7,8,44,53,11,17,16,24
1500000US010890113021,Block Group 1; Census Tract 113.02; Madison County; Alabama,1524,397,682,182,0,13,53,58,0,13,0,13,13,22,6,11,0,13,20,36,20,36,37,53,57,52,32,36,75,70,6,12,140,75,42,49,68,55,40,36,25,27,11,19,13,20,0,13,24,28,842,252,7,14,14,24,43,43,32,40,23,38,0,13,0,13,27,33,0,13,10,16,10,17,25,35,54,46,38,46,131,70,20,31,28,32,284,198,13,21,35,34,0,13,48,39,0,13
1500000US010890113022,Block Group 2; Census Tract 113.02; Madison County; Alabama,1687,758,957,442,73,75,62,80,68,79,127,154,48,68,0,13,0,13,0,13,73,78,93,75,20,19,0,13,99,130,101,74,22,23,0,13,49,51,14,23,25,28,23,28,4,6,56,69,0,13,730,362,18,29,6,10,158,199,18,28,1,4,0,13,22,30,0,13,6,10,82,74,40,37,121,162,14,21,98,77,52,45,26,44,8,13,0,13,4,6,12,19,33,32,0,13,11,17
1500000US010890113023,Block Group 3; Census Tract 113.02; Madison County; Alabama,2031,482,1125,336,11,18,225,125,101,90,25,40,34,56,41,49,0,13,0,13,56,47,45,47,134,89,81,63,50,45,82,54,103,72,0,13,31,37,12,20,42,47,28,29,12,19,12,19,0,13,906,210,40,43,163,90,78,60,23,36,0,13,0,13,0,13,10,19,5,8,127,81,71,55,123,61,27,30,54,50,86,62,29,34,0,13,12,20,16,20,24,28,18,26,0,13,0,13
1500000US010890114001,Block Group 1; Census Tract 114; Madison County; Alabama,615,238,325,150,14,16,45,57,35,44,0,13,0,13,0,13,0,13,0,13,0,13,36,31,28,32,24,28,41,33,0,13,0,13,8,12,27,32,13,16,0,13,35,44,8,12,11,17,0,13,290,108,0,13,16,22,35,34,0,13,0,13,0,13,0,13,0,13,23,24,2,5,27,31,56,67,41,46,0,13,16,18,32,32,0,13,0,13,0,13,21,22,13,15,0,13,8,13
1500000US010890114002,Block Group 2; Census Tract 114; Madison County; Alabama,581,254,302,142,7,12,23,27,31,44,39,36,0,13,0,13,12,19,12,19,0,13,7,13,45,48,0,13,2,9,45,45,45,34,0,13,6,9,0,13,0,13,16,19,6,10,0,13,6,12,279,126,13,21,5,8,53,46,0,13,0,13,0,13,0,13,0,13,9,14,34,40,0,13,14,21,19,23,39,35,15,14,0,13,31,27,21,26,7,11,2,8,5,10,0,13,12,22
1500000US010890114003,Block Group 3; Census Tract 114; Madison County; Alabama,1109,322,511,175,26,26,28,31,52,73,36,46,6,9,0,13,0,13,9,16,33,38,6,9,34,54,23,39,11,18,19,23,24,21,22,35,47,35,39,35,31,45,30,25,0,13,35,46,0,13,598,186,20,30,43,40,73,75,2,5,0,13,0,13,6,10,11,18,54,45,86,62,0,13,25,36,4,10,27,25,30,26,58,42,19,21,13,15,0,13,29,42,47,49,12,13,39,37
1500000US010890114004,Block Group 4; Census Tract 114; Madison County; Alabama,1754,627,898,369,71,59,214,220,30,33,35,41,0,13,0,13,0,13,21,25,31,35,67,53,189,181,43,40,26,23,56,39,30,23,15,18,10,14,18,21,25,32,4,6,6,10,0,13,7,12,856,294,52,61,43,42,182,172,26,29,5,8,2,4,0,13,34,38,35,35,212,143,14,21,53,56,57,49,29,31,28,31,7,11,31,35,21,22,5,7,9,11,11,11,0,13,0,13
